question_id,domain,ll_T,ll_B,ll_P,dB,dP,dBP,top1_T,top1_B,top1_P,affected_B,affected_P
-1008932,Physics,376.38698994,376.42353093,376.38738879,0.03654099000004862,0.00039885000001049775,0.036142140000038125,n00000189,n00000189,n00000189,1,1
-1008860,Physics,371.74924547,371.74924547,371.74108511,0.0,-0.008160360000033506,0.008160360000033506,n00000169,n00000169,n00000169,0,1
-1008718,Math,393.47549061,393.47549061,393.47549061,0.0,0.0,0.0,n00000242,n00000242,n00000242,0,0
-1008703,Math,406.60623291,406.60623291,406.60623291,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
-1008368,Math,410.75788406,410.75788406,410.75788406,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
-1008305,Math,386.09294744,386.09294744,386.09294744,0.0,0.0,0.0,n00000155,n00000155,n00000155,0,0
-1008111,Math,384.58003878,384.58003878,384.58002937,0.0,-9.410000018306164e-06,9.410000018306164e-06,n00000239,n00000239,n00000239,0,1
-1008089,Math,392.89662728,392.89662728,392.89662728,0.0,0.0,0.0,n00000155,n00000155,n00000155,0,0
-1007895,Math,382.20077297,382.20077298,382.23077342,1.0000007932831068e-08,0.030000449999988632,-0.0300004399999807,n00000304,n00000304,n00000304,1,1
-1007833,Math,422.04364112,422.04364112,422.04364112,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
-1007752,Math,422.04364112,422.04364112,422.04364112,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
-1007648,Math,412.11609052,412.11609052,412.11609052,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
-1007613,Math,391.15493397,391.1550215,391.15493415,8.752999997341249e-05,1.7999997226070263e-07,8.735000000115178e-05,n00000245,n00000245,n00000245,1,1
-1007545,Math,410.7156174,410.7156174,410.7156174,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
-1007468,Economics,412.11609052,412.11609052,412.11609052,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
-1007393,Economics,398.75615514,398.75615514,398.75615514,0.0,0.0,0.0,n00000077,n00000077,n00000077,0,0
-1007257,Economics,409.91744493,409.91744493,409.91744493,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
-1006658,Health,388.08474782,388.08474782,388.08474782,0.0,0.0,0.0,n00000083,n00000083,n00000083,0,0
-1006649,Health,375.14848144,375.14848144,375.15676376,0.0,0.008282319999977972,-0.008282319999977972,n00000124,n00000124,n00000124,0,1
-1006644,Health,386.20522278,386.20522278,386.20522278,0.0,0.0,0.0,n00000083,n00000083,n00000083,0,0
-1006641,Health,395.77434074,395.77434074,395.77434074,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006639,Health,397.0590492,397.0590492,397.0590492,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006632,Health,401.3504523,401.3504523,401.3504523,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006626,Health,398.84460207,398.84460207,398.84460207,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006599,Health,386.50149873,386.50149873,386.56410865,0.0,0.06260991999999987,-0.06260991999999987,n00000194,n00000194,n00000194,0,1
-1006589,Health,399.84140842,399.84140842,399.84140842,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006587,Health,396.70240436,396.70240436,396.70240436,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006535,Health,378.60698195,378.60733246,378.60698195,0.0003505100000325001,0.0,0.0003505100000325001,n00000187,n00000187,n00000187,1,0
-1006524,Health,391.80132339,391.80132339,391.80132339,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006522,Health,395.3044359,395.3044359,395.3044359,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1006459,Health,368.07375661,368.07375758,368.0737781,9.700000305201684e-07,2.1490000051471725e-05,-2.0520000020951557e-05,n00000184,n00000184,n00000184,1,1
-1003860,Chemistry,386.03613224,386.03611382,386.03613224,-1.841999994667276e-05,0.0,-1.841999994667276e-05,n00000196,n00000196,n00000196,1,0
-1003355,Biology,389.72152378,389.72152378,389.71116526,0.0,-0.01035852000001114,0.01035852000001114,n00000040,n00000040,n00000040,0,1
-1003299,Biology,380.88159043,380.88159043,380.88159043,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1003255,Biology,380.43908649,380.43908649,380.42088413,0.0,-0.01820236000003206,0.01820236000003206,n00000040,n00000040,n00000040,0,1
-1003254,Biology,379.98838995,379.98838995,379.98838995,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1003142,Biology,385.43498244,385.43498244,385.41484995,0.0,-0.020132489999980407,0.020132489999980407,n00000040,n00000040,n00000040,0,1
-1003140,Biology,389.16349034,389.16349034,389.15161833,0.0,-0.011872009999990496,0.011872009999990496,n00000126,n00000126,n00000126,0,1
-1003078,Biology,376.86168416,376.86168416,376.86167751,0.0,-6.649999988894706e-06,6.649999988894706e-06,n00000195,n00000195,n00000195,0,1
-1003075,Biology,381.71501329,381.71501329,381.711426,0.0,-0.0035872899999844776,0.0035872899999844776,n00000040,n00000040,n00000040,0,1
-1003074,Biology,376.7234441,376.7234441,376.73030625,0.0,0.006862150000017664,-0.006862150000017664,n00000195,n00000195,n00000195,0,1
-1003032,Biology,382.78139098,382.78130776,382.78139102,-8.322000002181085e-05,3.999997488790541e-08,-8.325999999669875e-05,n00000083,n00000083,n00000083,1,1
-1003030,Biology,381.2841552,381.2841552,381.28415267,0.0,-2.529999960643181e-06,2.529999960643181e-06,n00000040,n00000040,n00000040,0,1
-1003025,Biology,390.21446444,390.21446444,390.21446444,0.0,0.0,0.0,n00000027,n00000027,n00000027,0,0
-1002856,Biology,388.42027491,388.36678903,388.42027491,-0.053485879999982444,0.0,-0.053485879999982444,n00000142,n00000142,n00000142,1,0
-1002855,Biology,378.91271977,378.91271977,379.0117121,0.0,0.0989923299999873,-0.0989923299999873,n00000124,n00000124,n00000124,0,1
-1002793,Biology,375.77288602,375.77288602,375.77284981,0.0,-3.620999996201135e-05,3.620999996201135e-05,n00000124,n00000124,n00000124,0,1
-1002053,Psychology,387.60947891,387.60782489,387.60947891,-0.0016540199999894867,0.0,-0.0016540199999894867,n00000215,n00000215,n00000215,1,0
-1001849,Law,416.41641749,416.41641749,416.41641744,0.0,-5.000003966415534e-08,5.000003966415534e-08,n00000234,n00000234,n00000234,0,1
-1001841,Law,417.13338748,417.13338525,417.13338746,-2.2300000068753434e-06,-2.0000015865662135e-08,-2.2099999910096813e-06,n00000200,n00000200,n00000200,1,1
-1001776,Law,410.48562679,410.48562679,410.48562679,0.0,0.0,0.0,n00000234,n00000234,n00000234,0,0
-1001775,Law,414.84338774,414.84338774,414.84338543,0.0,-2.310000013494573e-06,2.310000013494573e-06,n00000235,n00000235,n00000235,0,1
-1001771,Law,413.15183699,413.15183699,413.15183699,0.0,0.0,0.0,n00000234,n00000234,n00000234,0,0
-1001758,Law,382.74539176,382.7453224,382.74533399,-6.935999999768683e-05,-5.7770000012169476e-05,-1.1589999985517352e-05,n00000198,n00000198,n00000198,1,1
-1001690,Law,411.33488102,411.33488102,411.33488102,0.0,0.0,0.0,n00000234,n00000234,n00000234,0,0
-1001686,Law,409.55820084,409.55818639,409.55819972,-1.4449999980570283e-05,-1.1199999789823778e-06,-1.3330000001587905e-05,n00000200,n00000200,n00000200,1,1
-1001685,Law,384.69340455,384.70605426,384.69340455,0.0126497099999483,0.0,0.0126497099999483,n00000198,n00000198,n00000198,1,0
-1001680,Law,412.39649353,412.39648304,412.39649322,-1.0489999965557217e-05,-3.099999617006688e-07,-1.0180000003856549e-05,n00000200,n00000200,n00000200,1,1
-1001677,Law,400.48372875,398.82669978,400.86047212,-1.657028969999999,0.3767433699999856,-2.0337723399999845,n00000199,n00000199,n00000199,1,1
-1001606,Law,402.4919716,402.49179678,402.49193065,-0.0001748199999838107,-4.095000002735105e-05,-0.00013386999995645965,n00000200,n00000200,n00000200,1,1
-1001599,Law,418.70243894,418.70243894,418.70243892,0.0,-1.9999959022243274e-08,1.9999959022243274e-08,n00000234,n00000234,n00000234,0,1
-1001597,Law,389.95877656,389.95877976,390.65797249,3.2000000373955118e-06,0.6991959300000303,-0.6991927299999929,n00000199,n00000199,n00000199,1,1
-1000358,Business,416.18108052,416.18108052,416.18108052,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
-1000283,Business,385.22878367,385.197775,385.22878366,-0.031008670000005623,-1.0000007932831068e-08,-0.03100865999999769,n00000202,n00000202,n00000202,1,1
-1000250,Business,383.48065342,383.48065342,383.48065342,0.0,0.0,0.0,n00000233,n00000233,n00000233,0,0
-1000049,Business,406.02936169,406.02936169,406.02936169,0.0,0.0,0.0,n00000233,n00000233,n00000233,0,0
-1000025,Business,406.58223338,406.58223338,406.58223338,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
70,Business,390.42490079,390.41802663,390.42490079,-0.0068741599999953,0.0,-0.0068741599999953,n00000142,n00000142,n00000142,1,0
72,Business,377.90118837,377.90110207,377.88179355,-8.63000000208558e-05,-0.019394820000002255,0.0193085199999814,n00000078,n00000078,n00000078,1,1
75,Business,378.6792518,378.67908268,378.67925109,-0.00016911999995272708,-7.099999947968172e-07,-0.00016840999995793027,n00000219,n00000219,n00000219,1,1
78,Business,391.68868897,391.68868897,391.68868897,0.0,0.0,0.0,n00000077,n00000077,n00000077,0,0
79,Business,390.7443853,390.74438517,390.74438526,-1.2999998943996616e-07,-3.999997488790541e-08,-9.000001455206075e-08,n00000077,n00000077,n00000077,1,1
80,Business,376.08054581,376.08054569,376.08045214,-1.199999815071351e-07,-9.367000001248016e-05,9.355000003097302e-05,n00000220,n00000220,n00000220,1,1
98,Business,428.34093268,428.34093268,428.34093268,0.0,0.0,0.0,n00000151,n00000151,n00000151,0,0
102,Business,405.76113368,405.76113368,405.76113368,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
104,Business,405.01398918,405.01398918,405.01398918,0.0,0.0,0.0,n00000232,n00000232,n00000232,0,0
105,Business,419.01073365,419.01073365,419.01073365,0.0,0.0,0.0,n00000151,n00000151,n00000151,0,0
1989,Psychology,381.41312125,381.41312125,381.41312125,0.0,0.0,0.0,n00000187,n00000187,n00000187,0,0
1990,Psychology,393.92681617,393.92304373,393.92681617,-0.0037724399999774505,0.0,-0.0037724399999774505,n00000221,n00000221,n00000221,1,0
1995,Psychology,393.14858556,393.29352371,393.14858556,0.14493814999997312,0.0,0.14493814999997312,n00000222,n00000222,n00000222,1,0
1996,Psychology,374.64643011,374.74539558,374.64642856,0.098965469999996,-1.5499999790336005e-06,0.09896701999997504,n00000220,n00000220,n00000220,1,1
1998,Psychology,385.27039229,385.26256617,385.27038134,-0.007826120000004266,-1.0950000046250352e-05,-0.007815169999958016,n00000217,n00000217,n00000217,1,1
1999,Psychology,389.68414067,389.68696449,389.68414067,0.002823820000003252,0.0,0.002823820000003252,n00000082,n00000082,n00000082,1,0
2004,Psychology,388.74984883,388.74305391,388.74984918,-0.0067949200000043675,3.4999999343199306e-07,-0.0067952699999977995,n00000221,n00000221,n00000221,1,1
2006,Psychology,394.95633888,394.95627377,394.95633888,-6.510999997999534e-05,0.0,-6.510999997999534e-05,n00000215,n00000215,n00000215,1,0
2008,Psychology,383.02897166,383.02631332,383.02503661,-0.002658340000039061,-0.0039350500000523425,0.0012767100000132814,n00000217,n00000217,n00000217,1,1
2010,Psychology,382.64249435,382.64244517,382.64249435,-4.918000001907785e-05,0.0,-4.918000001907785e-05,n00000219,n00000219,n00000219,1,0
2016,Psychology,383.28160741,383.28160741,383.28196183,0.0,0.000354420000007849,-0.000354420000007849,n00000195,n00000195,n00000195,0,1
2023,Psychology,394.56903394,394.56571008,394.56903394,-0.00332386000002316,0.0,-0.00332386000002316,n00000222,n00000222,n00000222,1,0
2026,Psychology,384.42866755,384.46707347,384.42866762,0.038405920000002425,6.999999868639861e-08,0.03840585000000374,n00000222,n00000222,n00000222,1,1
3526,Chemistry,375.89709694,375.89127896,375.89709701,-0.0058179799999606985,6.999999868639861e-08,-0.005818049999959385,n00000189,n00000189,n00000189,1,1
3531,Chemistry,380.84681703,380.83988567,380.84681707,-0.006931360000010045,3.999997488790541e-08,-0.006931399999984933,n00000189,n00000189,n00000189,1,1
3535,Chemistry,406.20437741,406.20437741,406.20437741,0.0,0.0,0.0,n00000204,n00000204,n00000204,0,0
3541,Chemistry,380.13493038,380.13496231,380.13493038,3.192999997736479e-05,0.0,3.192999997736479e-05,n00000268,n00000268,n00000268,1,0
3548,Chemistry,398.68409506,398.75713086,398.68409506,0.07303580000001375,0.0,0.07303580000001375,n00000190,n00000190,n00000190,1,0
3555,Chemistry,432.33721618,432.33721616,432.33721618,-1.9999959022243274e-08,0.0,-1.9999959022243274e-08,n00000030,n00000030,n00000030,1,0
3557,Chemistry,400.5808399,400.58088472,400.58083948,4.481999997096864e-05,-4.199999921183917e-07,4.523999996308703e-05,n00000169,n00000169,n00000169,1,1
3560,Chemistry,438.32516464,438.31847575,438.32516464,-0.00668889000002082,0.0,-0.00668889000002082,n00000030,n00000030,n00000030,1,0
3561,Chemistry,431.76497509,431.76497489,431.76497509,-1.9999998812636477e-07,0.0,-1.9999998812636477e-07,n00000030,n00000030,n00000030,1,0
3564,Chemistry,417.28722972,417.28724123,417.28722972,1.1509999978898122e-05,0.0,1.1509999978898122e-05,n00000030,n00000030,n00000030,1,0
3568,Chemistry,380.22716272,380.22424729,380.22704558,-0.002915430000030028,-0.00011714000004303671,-0.0027982899999869915,n00000171,n00000171,n00000171,1,1
3575,Chemistry,390.71990296,390.63855798,390.71990296,-0.08134498000003987,0.0,-0.08134498000003987,n00000268,n00000268,n00000268,1,0
3581,Chemistry,401.35483959,401.35483959,401.35483959,0.0,0.0,0.0,n00000204,n00000204,n00000204,0,0
3582,Chemistry,404.66301646,404.66301646,404.66301646,0.0,0.0,0.0,n00000204,n00000204,n00000204,0,0
4674,History,376.29455482,376.29455482,376.29421131,0.0,-0.00034350999999333,0.00034350999999333,n00000104,n00000104,n00000104,0,1
4675,History,385.51110969,385.51110969,385.50981149,0.0,-0.0012982000000079097,0.0012982000000079097,n00000040,n00000040,n00000040,0,1
4676,History,375.88152315,375.88151155,375.88152315,-1.1599999993450183e-05,0.0,-1.1599999993450183e-05,n00000104,n00000104,n00000104,1,0
4678,History,367.03392341,367.01651112,367.03392341,-0.017412289999981567,0.0,-0.017412289999981567,n00000107,n00000107,n00000107,1,0
4690,History,376.20396194,376.19398632,376.20396194,-0.009975619999977425,0.0,-0.009975619999977425,n00000143,n00000143,n00000143,1,0
4692,History,376.10829715,376.105585,376.10829715,-0.002712149999979374,0.0,-0.002712149999979374,n00000106,n00000106,n00000106,1,0
4694,History,370.08062031,370.07937307,370.0806205,-0.0012472399999978734,1.9000003703695256e-07,-0.0012474300000349103,n00000106,n00000106,n00000106,1,1
4695,History,378.02961082,378.02964138,378.02961082,3.055999997059189e-05,0.0,3.055999997059189e-05,n00000107,n00000107,n00000107,1,0
4699,History,371.77124792,371.85015569,371.77124792,0.07890777000000071,0.0,0.07890777000000071,n00000107,n00000107,n00000107,1,0
4701,History,381.91209918,381.91209874,381.91209918,-4.400000079840538e-07,0.0,-4.400000079840538e-07,n00000105,n00000105,n00000105,1,0
4704,History,372.81492831,372.81488005,372.81492831,-4.826000002822184e-05,0.0,-4.826000002822184e-05,n00000105,n00000105,n00000105,1,0
4705,History,385.40985715,385.40988377,385.40985754,2.6620000028287905e-05,3.9000002516331733e-07,2.6230000003124587e-05,n00000196,n00000196,n00000196,1,1
4712,History,379.79675851,379.79673617,379.79675851,-2.234000004364134e-05,0.0,-2.234000004364134e-05,n00000105,n00000105,n00000105,1,0
4717,History,381.73732331,381.73732613,381.73732331,2.8199999633216066e-06,0.0,2.8199999633216066e-06,n00000107,n00000107,n00000107,1,0
5066,Other,379.59380619,379.59380619,379.59317323,0.0,-0.0006329600000185565,0.0006329600000185565,n00000078,n00000078,n00000078,0,1
5067,Other,378.43725067,378.43725064,378.43084468,-3.00000237984932e-08,-0.006405990000018846,0.006405959999995048,n00000078,n00000078,n00000078,1,1
5073,Other,375.43013447,375.39041079,375.43012332,-0.0397236800000087,-1.1149999977533298e-05,-0.039712530000031165,n00000180,n00000180,n00000180,1,1
5080,Other,377.49969642,377.66959942,377.49969683,0.1699029999999766,4.099999841855606e-07,0.16990258999999241,n00000107,n00000107,n00000107,1,1
5083,Other,383.69304217,383.69295706,383.69304217,-8.510999998634361e-05,0.0,-8.510999998634361e-05,n00000218,n00000218,n00000218,1,0
5087,Other,374.77678217,374.77678212,374.79942811,-4.999998282073648e-08,0.022645940000018072,-0.022645990000000893,n00000182,n00000182,n00000182,1,1
5095,Other,388.37856413,388.37518971,388.37856421,-0.0033744200000001,8.000000661922968e-08,-0.0033745000000067193,n00000030,n00000030,n00000030,1,1
5097,Other,376.50959569,376.50959569,376.50961477,0.0,1.907999995864884e-05,-1.907999995864884e-05,n00000082,n00000082,n00000082,0,1
5098,Other,368.39164143,368.39162744,368.39164149,-1.3990000013563986e-05,5.999999075356754e-08,-1.4050000004317553e-05,n00000185,n00000185,n00000185,1,1
5105,Other,365.97452541,365.97389127,365.97492948,-0.0006341399999882924,0.000404070000001866,-0.0010382099999901584,n00000185,n00000185,n00000185,1,1
5111,Other,377.78461594,377.78461594,377.77834586,0.0,-0.0062700799999788615,0.0062700799999788615,n00000243,n00000243,n00000243,0,1
5114,Other,384.41834899,384.41834899,384.41834362,0.0,-5.370000053517288e-06,5.370000053517288e-06,n00000078,n00000078,n00000078,0,1
5126,Other,390.67683476,390.42198321,390.66474898,-0.25485155000001214,-0.012085780000006707,-0.24276577000000543,n00000078,n00000078,n00000078,1,1
5136,Other,377.97607938,377.97763943,377.97608938,0.0015600500000232387,1.0000000031595846e-05,0.0015500499999916428,n00000219,n00000219,n00000219,1,1
6826,Economics,392.27748976,392.27825517,392.27750268,0.0007654100000422659,1.2920000017402344e-05,0.0007524900000248635,n00000318,n00000318,n00000318,1,1
6832,Economics,403.16483551,403.16527028,403.16483563,0.0004347700000266741,1.2000003835055395e-07,0.00043464999998832354,n00000317,n00000317,n00000317,1,1
6834,Economics,397.55250715,397.55250715,397.55250715,0.0,0.0,0.0,n00000265,n00000265,n00000265,0,0
6839,Economics,383.49294785,383.49173056,383.4929479,-0.0012172899999995934,4.999998282073648e-08,-0.0012173399999824142,n00000266,n00000266,n00000266,1,1
6841,Economics,385.45494205,385.55209474,385.45494207,0.09715268999997306,2.0000015865662135e-08,0.0971526699999572,n00000222,n00000222,n00000222,1,1
6842,Economics,380.17705279,380.17705279,380.17712579,0.0,7.299999998622297e-05,-7.299999998622297e-05,n00000181,n00000181,n00000181,0,1
6844,Economics,388.86433227,388.86433227,388.86433227,0.0,0.0,0.0,n00000246,n00000246,n00000246,0,0
6850,Economics,392.11895249,392.11895249,392.11895249,0.0,0.0,0.0,n00000077,n00000077,n00000077,0,0
6855,Economics,405.34876917,405.34876917,405.34876917,0.0,0.0,0.0,n00000077,n00000077,n00000077,0,0
6857,Economics,396.85565524,396.85565524,396.85565524,0.0,0.0,0.0,n00000181,n00000181,n00000181,0,0
6861,Economics,396.08493324,396.08493222,396.08493324,-1.0200000133409048e-06,0.0,-1.0200000133409048e-06,n00000202,n00000202,n00000202,1,0
7692,Math,395.96870837,395.96870837,395.96870837,0.0,0.0,0.0,n00000128,n00000128,n00000128,0,0
7695,Math,391.67676266,391.67676266,391.67676266,0.0,0.0,0.0,n00000128,n00000128,n00000128,0,0
9045,Physics,378.28795119,378.28795091,378.62073512,-2.7999999474559445e-07,0.33278393000000506,-0.3327842099999998,n00000173,n00000173,n00000173,1,1
9046,Physics,380.70502137,380.70502137,380.7060727,0.0,0.001051329999995687,-0.001051329999995687,n00000173,n00000173,n00000173,0,1
9047,Physics,376.85207469,376.8520747,377.06194246,1.0000007932831068e-08,0.20986777000001666,-0.20986776000000873,n00000173,n00000173,n00000173,1,1
10358,Computer science,381.85603061,381.85603035,381.85491783,-2.599999788799323e-07,-0.001112780000028124,0.0011125200000492441,n00000078,n00000078,n00000078,1,1
10359,Computer science,379.18764404,379.18764404,379.18764404,0.0,0.0,0.0,n00000130,n00000130,n00000130,0,0
10361,Computer science,388.35019824,388.35019825,388.35019824,1.0000007932831068e-08,0.0,1.0000007932831068e-08,n00000130,n00000130,n00000130,1,0
10362,Computer science,371.32937315,371.33048162,371.3354079,0.001108470000019679,0.006034750000026179,-0.0049262800000065,n00000037,n00000037,n00000037,1,1
10367,Computer science,400.45751608,400.45751608,400.45751608,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
10368,Computer science,384.62939809,384.62939809,384.62939812,0.0,3.00000237984932e-08,-3.00000237984932e-08,n00000129,n00000129,n00000129,0,1
10369,Computer science,383.00852528,383.00852528,383.00852528,0.0,0.0,0.0,n00000129,n00000129,n00000129,0,0
10370,Computer science,380.97581594,380.97581594,380.97581594,0.0,0.0,0.0,n00000129,n00000129,n00000129,0,0
10372,Computer science,382.34615438,382.34615438,382.34615438,0.0,0.0,0.0,n00000159,n00000159,n00000159,0,0
10375,Computer science,391.33948176,391.34062934,391.33948176,0.0011475800000084746,0.0,0.0011475800000084746,n00000245,n00000245,n00000245,1,0
10379,Computer science,380.00363034,380.00363034,380.00363034,0.0,0.0,0.0,n00000129,n00000129,n00000129,0,0
10384,Computer science,375.67940019,375.67940019,375.67940093,0.0,7.399999617518915e-07,-7.399999617518915e-07,n00000129,n00000129,n00000129,0,1
10386,Computer science,390.22650014,390.22650014,390.22650015,0.0,1.0000007932831068e-08,-1.0000007932831068e-08,n00000196,n00000196,n00000196,0,1
10387,Computer science,385.39217324,385.39217342,385.39217324,1.800000291041215e-07,0.0,1.800000291041215e-07,n00000158,n00000158,n00000158,1,0
10389,Computer science,402.90692123,402.90692123,402.90692123,0.0,0.0,0.0,n00000196,n00000196,n00000196,0,0
10775,Philosophy,387.61073678,387.61073678,387.61073678,0.0,0.0,0.0,n00000128,n00000128,n00000128,0,0
10777,Philosophy,383.17799617,383.17799643,383.17799617,2.600000357233512e-07,0.0,2.600000357233512e-07,n00000242,n00000242,n00000242,1,0
10783,Philosophy,394.2978168,394.29739537,394.2978168,-0.00042143000001715336,0.0,-0.00042143000001715336,n00000142,n00000142,n00000142,1,0
10785,Philosophy,389.88698765,389.88661717,389.88698765,-0.00037047999995820646,0.0,-0.00037047999995820646,n00000142,n00000142,n00000142,1,0
10787,Philosophy,393.78061259,393.78057523,393.78061259,-3.735999996479222e-05,0.0,-3.735999996479222e-05,n00000142,n00000142,n00000142,1,0
10788,Philosophy,390.63612666,390.63020008,390.63612666,-0.005926579999993464,0.0,-0.005926579999993464,n00000142,n00000142,n00000142,1,0
10791,Philosophy,403.34398003,403.34365516,403.34398003,-0.0003248699999858218,0.0,-0.0003248699999858218,n00000142,n00000142,n00000142,1,0
10792,Philosophy,395.58464209,395.5577794,395.58464209,-0.0268626899999731,0.0,-0.0268626899999731,n00000142,n00000142,n00000142,1,0
