question_id,category,leaf_id,leaf_label,weight,n_leaves
7671,"Economics",n00000158,"Microeconomic Production and Distribution Theory",0,000000,1
7392,"Economics",n00000159,"Applied Microeconomic Frameworks and Policy Instruments",0,000000,1
7382,"Economics",n00000158,"Microeconomic Production and Distribution Theory",0,000000,1
7008,"Economics",n00000079,"Demographic and Societal Indicators Analysis",-0,317964,2
7008,"Economics",n00000033,"Archaeological and Evolutionary Anthropology",-1,300589,2
5544,"Other",n00000166,"Discriminative Statement Verification Tasks",0,000000,1
5956,"Other",n00000169,"Pathophysiology and Disease Mechanism Fundamentals",-0,593154,2
5956,"Other",n00000079,"Demographic and Societal Indicators Analysis",-0,804261,2
5962,"Other",n00000079,"Demographic and Societal Indicators Analysis",0,000000,1
6742,"Health",n00000082,"Emergency Acute Clinical Presentations and Management",0,000000,1
6252,"Health",n00000082,"Emergency Acute Clinical Presentations and Management",0,000000,1
6446,"Health",n00000082,"Emergency Acute Clinical Presentations and Management",0,000000,1
6439,"Health",n00000083,"Diagnostic and Therapeutic Decision Making in Complex Clinical Scenarios",0,000000,1
6355,"Health",n00000080,"Human Anatomy and Physiological Function",0,000000,1
2296,"Psychology",n00000080,"Human Anatomy and Physiological Function",0,000000,1
5599,"Other",n00000080,"Human Anatomy and Physiological Function",0,000000,1
4062,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
4072,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
4132,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
9413,"Physics",n00000157,"Quantum Photoelectric and Particle-Wave Duality Problems",0,000000,1
3657,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
3858,"Chemistry",n00000092,"Nuclear and Radioactive Decay Calculations",0,000000,1
3649,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
4729,"History",n00000033,"Archaeological and Evolutionary Anthropology",-0,574044,2
4729,"History",n00000104,"Colonial Encounter Justifications and Consequences",-0,828379,2
4859,"History",n00000104,"Colonial Encounter Justifications and Consequences",0,000000,1
4999,"History",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
2240,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",0,000000,1
2312,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",0,000000,1
2268,"Psychology",n00000173,"Organizational and Social Psychological Theories of Behavior",0,000000,1
2556,"Psychology",n00000237,"Behavioral and Cognitive Response Mechanisms",0,000000,1
9953,"Physics",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
11987,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11800,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11343,"Engineering",n00000124,"Information Theory and Coding Fundamentals",0,000000,1
11410,"Engineering",n00000118,"Mechanical Power Transmission Design Calculations",0,000000,1
11393,"Engineering",n00000176,"Electrical Machine Performance and Efficiency Analysis",0,000000,1
5624,"Other",n00000166,"Discriminative Statement Verification Tasks",0,000000,1
2941,"Biology",n00000179,"Biological Response Mechanisms and Environmental Interactions",-0,310150,2
2941,"Biology",n00000178,"Comparative Evolutionary and Physiological Adaptations",-1,321771,2
272,"Business",n00000425,"Investment Valuation and Yield Analysis",0,000000,1
580,"Business",n00000218,"Business Profit Optimization and Cost Modeling",0,000000,1
8029,"Math",n00000219,"Applied Business Percentage Calculations",0,000000,1
8287,"Math",n00000224,"Applied Quantitative Problem Solving",0,000000,1
152,"Business",n00000217,"Retail Pricing Markup and Discount Analysis",0,000000,1
7897,"Math",n00000126,"Logical Statement Verification in Algebraic Structures",0,000000,1
1733,"Law",n00000189,"Real Property Interest Disputes and Transfers",0,000000,1
5139,"Other",n00000220,"Admissibility of Prior Incidents and Statements in Negligence Litigation",-0,414684,2
5139,"Other",n00000221,"Criminal Liability and Defenses in Unintended Outcomes",-1,080426,2
1019,"Law",n00000220,"Admissibility of Prior Incidents and Statements in Negligence Litigation",0,000000,1
1026,"Law",n00000220,"Admissibility of Prior Incidents and Statements in Negligence Litigation",0,000000,1
934,"Law",n00000220,"Admissibility of Prior Incidents and Statements in Negligence Litigation",0,000000,1
11030,"Philosophy",n00000138,"Philosophical and Legal Concept Definition",0,000000,1
11019,"Philosophy",n00000137,"Foundational Moral Theory Principles and Critiques",0,000000,1
11061,"Philosophy",n00000138,"Philosophical and Legal Concept Definition",-0,613777,2
11061,"Philosophy",n00000139,"Normative Ethical and Legal Argumentation Frameworks",-0,779364,2
10834,"Philosophy",n00000055,"Formal Logical Argument Validation",0,000000,1
8064,"Math",n00000144,"Advanced Algebraic Function Analysis",0,000000,1
8808,"Math",n00000147,"Advanced Limit and Differential Equation Analysis",0,000000,1
7853,"Math",n00000144,"Advanced Algebraic Function Analysis",0,000000,1
7863,"Math",n00000145,"Applied Linear Algebra and Multivariable Calculus",0,000000,1
7787,"Math",n00000145,"Applied Linear Algebra and Multivariable Calculus",0,000000,1
9016,"Math",n00000145,"Applied Linear Algebra and Multivariable Calculus",0,000000,1
7984,"Math",n00000145,"Applied Linear Algebra and Multivariable Calculus",0,000000,1
10678,"Computer science",n00000145,"Applied Linear Algebra and Multivariable Calculus",0,000000,1
8612,"Math",n00000146,"Applied Integral and Transform Methods",0,000000,1
7770,"Math",n00000147,"Advanced Limit and Differential Equation Analysis",0,000000,1
9037,"Math",n00000146,"Applied Integral and Transform Methods",0,000000,1
9008,"Math",n00000147,"Advanced Limit and Differential Equation Analysis",-0,609163,2
9008,"Math",n00000146,"Applied Integral and Transform Methods",-0,784837,2
8297,"Math",n00000146,"Applied Integral and Transform Methods",-0,354046,2
8297,"Math",n00000147,"Advanced Limit and Differential Equation Analysis",-1,210133,2
9022,"Math",n00000146,"Applied Integral and Transform Methods",0,000000,1
7962,"Math",n00000146,"Applied Integral and Transform Methods",0,000000,1
12183,"Engineering",n00000146,"Applied Integral and Transform Methods",0,000000,1
8207,"Math",n00000296,"Comparative Numerical and Geometric Ordering Principles",0,000000,1
8907,"Math",n00000295,"Elementary Arithmetic Operations and Applications",0,000000,1
8564,"Math",n00000295,"Elementary Arithmetic Operations and Applications",0,000000,1
9014,"Math",n00000151,"Advanced Combinatorial Partitioning and Counting",0,000000,1
157,"Business",n00000224,"Applied Quantitative Problem Solving",0,000000,1
7861,"Math",n00000151,"Advanced Combinatorial Partitioning and Counting",0,000000,1
10462,"Computer science",n00000151,"Advanced Combinatorial Partitioning and Counting",0,000000,1
10675,"Computer science",n00000151,"Advanced Combinatorial Partitioning and Counting",0,000000,1
3235,"Biology",n00000149,"Normal Distribution Probability Applications",0,000000,1
9262,"Physics",n00000155,"Gravitational Field and Orbital Mechanics Analysis",0,000000,1
9419,"Physics",n00000693,"Electrostatic Field and Charge Distribution Analysis",0,000000,1
9375,"Physics",n00000693,"Electrostatic Field and Charge Distribution Analysis",0,000000,1
10157,"Physics",n00000177,"Electrical Circuit Power and Energy Dynamics",-0,589841,2
10157,"Physics",n00000694,"Charged Particle Dynamics in Electromagnetic Fields",-0,808368,2
9464,"Physics",n00000694,"Charged Particle Dynamics in Electromagnetic Fields",0,000000,1
9484,"Physics",n00000693,"Electrostatic Field and Charge Distribution Analysis",0,000000,1
9928,"Physics",n00000694,"Charged Particle Dynamics in Electromagnetic Fields",0,000000,1
12224,"Engineering",n00000694,"Charged Particle Dynamics in Electromagnetic Fields",0,000000,1
10300,"Physics",n00000152,"Applied Newtonian Mechanics and Work Calculations",0,000000,1
9117,"Physics",n00000152,"Applied Newtonian Mechanics and Work Calculations",0,000000,1
5536,"Other",n00000177,"Electrical Circuit Power and Energy Dynamics",0,000000,1
9795,"Physics",n00000152,"Applied Newtonian Mechanics and Work Calculations",0,000000,1
9623,"Physics",n00000152,"Applied Newtonian Mechanics and Work Calculations",0,000000,1
4458,"Chemistry",n00000152,"Applied Newtonian Mechanics and Work Calculations",-0,547658,2
4458,"Chemistry",n00000227,"Special Relativity Kinematic Effects",-0,863467,2
9847,"Physics",n00000226,"Kinematic Motion Analysis and Problem Solving",0,000000,1
8198,"Math",n00000226,"Kinematic Motion Analysis and Problem Solving",0,000000,1
9100,"Physics",n00000226,"Kinematic Motion Analysis and Problem Solving",0,000000,1
9649,"Physics",n00000226,"Kinematic Motion Analysis and Problem Solving",0,000000,1
9541,"Physics",n00000226,"Kinematic Motion Analysis and Problem Solving",0,000000,1
5329,"Other",n00000227,"Special Relativity Kinematic Effects",0,000000,1
10028,"Physics",n00000157,"Quantum Photoelectric and Particle-Wave Duality Problems",0,000000,1
3646,"Chemistry",n00000157,"Quantum Photoelectric and Particle-Wave Duality Problems",0,000000,1
4178,"Chemistry",n00000157,"Quantum Photoelectric and Particle-Wave Duality Problems",0,000000,1
9159,"Physics",n00000235,"Wave Propagation and Antenna Parameters",0,000000,1
9426,"Physics",n00000235,"Wave Propagation and Antenna Parameters",0,000000,1
10295,"Physics",n00000234,"Optical Interference and Thin Film Phenomena",0,000000,1
9382,"Physics",n00000235,"Wave Propagation and Antenna Parameters",0,000000,1
10280,"Physics",n00000065,"Geometric Optics of Thin Lenses and Systems",-0,589661,2
10280,"Physics",n00000234,"Optical Interference and Thin Film Phenomena",-0,808592,2
9733,"Physics",n00000180,"Cellular Physiology and Systemic Integration",-0,433894,2
9733,"Physics",n00000234,"Optical Interference and Thin Film Phenomena",-1,044070,2
4268,"Chemistry",n00000234,"Optical Interference and Thin Film Phenomena",0,000000,1
9757,"Physics",n00000065,"Geometric Optics of Thin Lenses and Systems",0,000000,1
6832,"Economics",n00000523,"Fiscal Policy Multiplier Mechanisms",0,000000,1
6955,"Economics",n00000524,"Macroeconomic Growth and Productivity Metrics",0,000000,1
6971,"Economics",n00000524,"Macroeconomic Growth and Productivity Metrics",0,000000,1
5533,"Other",n00000524,"Macroeconomic Growth and Productivity Metrics",-0,306844,2
5533,"Other",n00000079,"Demographic and Societal Indicators Analysis",-1,330917,2
7153,"Economics",n00000190,"Monetary Policy Mechanisms and Money Supply Dynamics",0,000000,1
7393,"Economics",n00000190,"Monetary Policy Mechanisms and Money Supply Dynamics",0,000000,1
6987,"Economics",n00000252,"Market Structure Efficiency and Welfare Analysis",-0,422142,2
6987,"Economics",n00000253,"Market Price Determination and Elasticity Analysis",-1,066071,2
832,"Business",n00000218,"Business Profit Optimization and Cost Modeling",0,000000,1
7617,"Economics",n00000159,"Applied Microeconomic Frameworks and Policy Instruments",-0,668935,2
7617,"Economics",n00000158,"Microeconomic Production and Distribution Theory",-0,717960,2
10564,"Computer science",n00000076,"Security Dilemmas and State Sovereignty Frameworks",-0,437676,2
10564,"Computer science",n00000077,"Exclusion Criteria in Business Frameworks",-1,037146,2
7171,"Economics",n00000077,"Exclusion Criteria in Business Frameworks",0,000000,1
5912,"Other",n00000077,"Exclusion Criteria in Business Frameworks",-0,485556,2
5912,"Other",n00000172,"Psychometric Test Validity and Reliability Principles",-0,955435,2
5918,"Other",n00000077,"Exclusion Criteria in Business Frameworks",-0,599950,2
5918,"Other",n00000172,"Psychometric Test Validity and Reliability Principles",-0,795931,2
5269,"Other",n00000077,"Exclusion Criteria in Business Frameworks",0,000000,1
2383,"Psychology",n00000173,"Organizational and Social Psychological Theories of Behavior",0,000000,1
2754,"Psychology",n00000077,"Exclusion Criteria in Business Frameworks",0,000000,1
441,"Business",n00000077,"Exclusion Criteria in Business Frameworks",0,000000,1
126,"Business",n00000139,"Normative Ethical and Legal Argumentation Frameworks",0,000000,1
1056,"Law",n00000077,"Exclusion Criteria in Business Frameworks",0,000000,1
5361,"Other",n00000077,"Exclusion Criteria in Business Frameworks",-0,557016,2
5361,"Other",n00000079,"Demographic and Societal Indicators Analysis",-0,850774,2
5462,"Other",n00000079,"Demographic and Societal Indicators Analysis",0,000000,1
5482,"Other",n00000079,"Demographic and Societal Indicators Analysis",0,000000,1
5611,"Other",n00000079,"Demographic and Societal Indicators Analysis",0,000000,1
5514,"Other",n00000166,"Discriminative Statement Verification Tasks",0,000000,1
10971,"Philosophy",n00000166,"Discriminative Statement Verification Tasks",0,000000,1
5098,"Other",n00000033,"Archaeological and Evolutionary Anthropology",-0,548052,2
5098,"Other",n00000167,"Cultural and Media Trivia Identification",-0,862927,2
5318,"Other",n00000167,"Cultural and Media Trivia Identification",0,000000,1
6129,"Health",n00000168,"Nutrient Metabolism and Bioenergetics Fundamentals",0,000000,1
3218,"Biology",n00000168,"Nutrient Metabolism and Bioenergetics Fundamentals",0,000000,1
5740,"Other",n00000169,"Pathophysiology and Disease Mechanism Fundamentals",0,000000,1
6699,"Health",n00000169,"Pathophysiology and Disease Mechanism Fundamentals",0,000000,1
6393,"Health",n00000169,"Pathophysiology and Disease Mechanism Fundamentals",0,000000,1
5748,"Other",n00000080,"Human Anatomy and Physiological Function",0,000000,1
5807,"Other",n00000080,"Human Anatomy and Physiological Function",0,000000,1
6143,"Health",n00000080,"Human Anatomy and Physiological Function",0,000000,1
6798,"Health",n00000082,"Emergency Acute Clinical Presentations and Management",0,000000,1
3934,"Chemistry",n00000171,"Molecular Kinetic and Bonding Properties",-0,503769,2
3934,"Chemistry",n00000092,"Nuclear and Radioactive Decay Calculations",-0,926970,2
2955,"Biology",n00000092,"Nuclear and Radioactive Decay Calculations",0,000000,1
9778,"Physics",n00000092,"Nuclear and Radioactive Decay Calculations",0,000000,1
4047,"Chemistry",n00000255,"Chemical Equilibrium and Electrochemical Stoichiometry",0,000000,1
4217,"Chemistry",n00000255,"Chemical Equilibrium and Electrochemical Stoichiometry",0,000000,1
3787,"Chemistry",n00000170,"Molecular Spectroscopy and Thermodynamic Partition Functions",0,000000,1
4346,"Chemistry",n00000170,"Molecular Spectroscopy and Thermodynamic Partition Functions",0,000000,1
4195,"Chemistry",n00000254,"Colligative Properties and Molecular Weight Determination",0,000000,1
4467,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
3666,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
4372,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
4236,"Chemistry",n00000192,"Aqueous Acid Base Equilibrium Calculations",0,000000,1
9688,"Physics",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
9775,"Physics",n00000170,"Molecular Spectroscopy and Thermodynamic Partition Functions",0,000000,1
9071,"Physics",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
10004,"Physics",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
3561,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
3622,"Chemistry",n00000255,"Chemical Equilibrium and Electrochemical Stoichiometry",0,000000,1
4060,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
4572,"Chemistry",n00000254,"Colligative Properties and Molecular Weight Determination",0,000000,1
4261,"Chemistry",n00000170,"Molecular Spectroscopy and Thermodynamic Partition Functions",0,000000,1
4492,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
3868,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
3922,"Chemistry",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
11590,"Engineering",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
12062,"Engineering",n00000030,"Thermodynamic Process Calculations in Real and Ideal Gases",0,000000,1
4996,"History",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
4843,"History",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
4869,"History",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
4965,"History",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
11245,"Philosophy",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
4944,"History",n00000104,"Colonial Encounter Justifications and Consequences",0,000000,1
4812,"History",n00000104,"Colonial Encounter Justifications and Consequences",0,000000,1
4777,"History",n00000033,"Archaeological and Evolutionary Anthropology",0,000000,1
6459,"Health",n00000236,"Historical and Theoretical Personality Frameworks",-0,494076,2
6459,"Health",n00000107,"Psychotherapy Techniques and Ethical Practices",-0,941954,2
2069,"Psychology",n00000107,"Psychotherapy Techniques and Ethical Practices",0,000000,1
2477,"Psychology",n00000107,"Psychotherapy Techniques and Ethical Practices",0,000000,1
2695,"Psychology",n00000107,"Psychotherapy Techniques and Ethical Practices",0,000000,1
2344,"Psychology",n00000175,"Developmental Psychology and Attachment Theory",0,000000,1
2330,"Psychology",n00000237,"Behavioral and Cognitive Response Mechanisms",-0,348753,2
2330,"Psychology",n00000236,"Historical and Theoretical Personality Frameworks",-1,222705,2
2483,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",-0,632832,2
2483,"Psychology",n00000175,"Developmental Psychology and Attachment Theory",-0,757335,2
314,"Business",n00000237,"Behavioral and Cognitive Response Mechanisms",0,000000,1
2040,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",0,000000,1
2723,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",0,000000,1
6469,"Health",n00000172,"Psychometric Test Validity and Reliability Principles",0,000000,1
2148,"Psychology",n00000172,"Psychometric Test Validity and Reliability Principles",0,000000,1
2004,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",0,000000,1
2263,"Psychology",n00000105,"Cognitive Processes in Learning and Memory",0,000000,1
2314,"Psychology",n00000172,"Psychometric Test Validity and Reliability Principles",0,000000,1
2769,"Psychology",n00000173,"Organizational and Social Psychological Theories of Behavior",0,000000,1
2721,"Psychology",n00000172,"Psychometric Test Validity and Reliability Principles",0,000000,1
2568,"Psychology",n00000173,"Organizational and Social Psychological Theories of Behavior",0,000000,1
5771,"Other",n00000172,"Psychometric Test Validity and Reliability Principles",0,000000,1
2503,"Psychology",n00000172,"Psychometric Test Validity and Reliability Principles",0,000000,1
572,"Business",n00000173,"Organizational and Social Psychological Theories of Behavior",-0,448567,2
572,"Business",n00000137,"Foundational Moral Theory Principles and Critiques",-1,017610,2
11546,"Engineering",n00000118,"Mechanical Power Transmission Design Calculations",0,000000,1
9536,"Physics",n00000176,"Electrical Machine Performance and Efficiency Analysis",0,000000,1
11920,"Engineering",n00000176,"Electrical Machine Performance and Efficiency Analysis",0,000000,1
11678,"Engineering",n00000176,"Electrical Machine Performance and Efficiency Analysis",0,000000,1
11928,"Engineering",n00000176,"Electrical Machine Performance and Efficiency Analysis",0,000000,1
11603,"Engineering",n00000176,"Electrical Machine Performance and Efficiency Analysis",0,000000,1
11996,"Engineering",n00000176,"Electrical Machine Performance and Efficiency Analysis",-0,417129,2
11996,"Engineering",n00000118,"Mechanical Power Transmission Design Calculations",-1,075685,2
9889,"Physics",n00000177,"Electrical Circuit Power and Energy Dynamics",0,000000,1
11776,"Engineering",n00000177,"Electrical Circuit Power and Energy Dynamics",0,000000,1
7776,"Math",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11879,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
12171,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11488,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
12202,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11912,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11565,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11724,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
11425,"Engineering",n00000037,"Forced Convection Heat Transfer Analysis",0,000000,1
3031,"Biology",n00000179,"Biological Response Mechanisms and Environmental Interactions",0,000000,1
3393,"Biology",n00000179,"Biological Response Mechanisms and Environmental Interactions",0,000000,1
3273,"Biology",n00000178,"Comparative Evolutionary and Physiological Adaptations",0,000000,1
4761,"History",n00000178,"Comparative Evolutionary and Physiological Adaptations",0,000000,1
2302,"Psychology",n00000179,"Biological Response Mechanisms and Environmental Interactions",0,000000,1
3406,"Biology",n00000178,"Comparative Evolutionary and Physiological Adaptations",0,000000,1
3436,"Biology",n00000180,"Cellular Physiology and Systemic Integration",0,000000,1
3516,"Biology",n00000181,"Molecular Biology of Macromolecules and Enzymes",-0,689744,2
3516,"Biology",n00000180,"Cellular Physiology and Systemic Integration",-0,696562,2
6198,"Health",n00000181,"Molecular Biology of Macromolecules and Enzymes",0,000000,1
3509,"Biology",n00000181,"Molecular Biology of Macromolecules and Enzymes",0,000000,1
3207,"Biology",n00000181,"Molecular Biology of Macromolecules and Enzymes",0,000000,1
3379,"Biology",n00000181,"Molecular Biology of Macromolecules and Enzymes",0,000000,1
6162,"Health",n00000121,"Mendelian and Quantitative Genetic Inheritance Patterns",0,000000,1
3012,"Biology",n00000121,"Mendelian and Quantitative Genetic Inheritance Patterns",0,000000,1
2987,"Biology",n00000182,"Population Genetics and Evolutionary Mechanisms",0,000000,1
8562,"Math",n00000219,"Applied Business Percentage Calculations",0,000000,1
8134,"Math",n00000219,"Applied Business Percentage Calculations",0,000000,1
5168,"Other",n00000219,"Applied Business Percentage Calculations",0,000000,1
422,"Business",n00000219,"Applied Business Percentage Calculations",0,000000,1
7037,"Economics",n00000426,"Business Financial Calculations and Insurance Mathematics",0,000000,1
107,"Business",n00000219,"Applied Business Percentage Calculations",0,000000,1
818,"Business",n00000219,"Applied Business Percentage Calculations",0,000000,1
613,"Business",n00000426,"Business Financial Calculations and Insurance Mathematics",0,000000,1
341,"Business",n00000219,"Applied Business Percentage Calculations",0,000000,1
8094,"Math",n00000403,"Consumer Loan Interest Calculation Methods",0,000000,1
5850,"Other",n00000426,"Business Financial Calculations and Insurance Mathematics",0,000000,1
534,"Business",n00000403,"Consumer Loan Interest Calculation Methods",0,000000,1
8778,"Math",n00000126,"Logical Statement Verification in Algebraic Structures",0,000000,1
8666,"Math",n00000186,"Fundamental Statistical Inference Principles",0,000000,1
6909,"Economics",n00000186,"Fundamental Statistical Inference Principles",0,000000,1
10653,"Computer science",n00000238,"Machine Learning Model Properties and Tradeoffs",0,000000,1
8663,"Math",n00000186,"Fundamental Statistical Inference Principles",0,000000,1
7179,"Economics",n00000239,"Econometric Time Series Model Diagnostics",0,000000,1
6990,"Economics",n00000239,"Econometric Time Series Model Diagnostics",0,000000,1
11498,"Engineering",n00000124,"Information Theory and Coding Fundamentals",0,000000,1
10685,"Computer science",n00000124,"Information Theory and Coding Fundamentals",0,000000,1
10435,"Computer science",n00000234,"Optical Interference and Thin Film Phenomena",-0,595420,2
10435,"Computer science",n00000124,"Information Theory and Coding Fundamentals",-0,801470,2
10622,"Computer science",n00000185,"Fundamental Computing and Electrical Principles",0,000000,1
8057,"Math",n00000126,"Logical Statement Verification in Algebraic Structures",0,000000,1
11890,"Engineering",n00000124,"Information Theory and Coding Fundamentals",-0,617098,2
11890,"Engineering",n00000185,"Fundamental Computing and Electrical Principles",-0,775460,2
10637,"Computer science",n00000185,"Fundamental Computing and Electrical Principles",0,000000,1
